qid,docid,docno,rank,score,query,run_id
MB01,146,2045379059228487850,25,3.031397676361676,regime change iran,PL2_lexemes
MB01,0,2045461003153162682,26,2.933357708134644,regime change iran,PL2_lexemes
MB01,38,2045447137094230451,27,2.933357708134644,regime change iran,PL2_lexemes
MB01,42,2045446143811768783,28,2.933357708134644,regime change iran,PL2_lexemes
MB01,83,2045435452400796018,29,2.933357708134644,regime change iran,PL2_lexemes
MB02,112,2045427519814312418,0,3.724288641799278,regime collapse,PL2_lexemes
MB02,142,2045381055708860714,1,3.4643624923768375,regime collapse,PL2_lexemes
MB02,152,2045364763312455785,2,3.4643624923768375,regime collapse,PL2_lexemes
MB02,101,2045458769492979802,3,3.2568664479024303,regime collapse,PL2_lexemes
MB02,135,2045392180802396314,4,3.084490359737471,regime collapse,PL2_lexemes
MB02,156,2045358981343072490,5,3.084490359737471,regime collapse,PL2_lexemes
MB02,176,2045318504618868886,6,3.084490359737471,regime collapse,PL2_lexemes
MB02,178,2045315972463047147,7,2.9601115331898002,regime collapse,PL2_lexemes
MB02,172,2045326421111820314,8,2.859142187052262,regime collapse,PL2_lexemes
MB02,126,2045399549531890158,9,2.8097047414139196,regime collapse,PL2_lexemes
MB02,162,2045348543255150822,10,2.8097047414139196,regime collapse,PL2_lexemes
MB02,164,2045345115867349323,11,2.8097047414139196,regime collapse,PL2_lexemes
MB02,182,2045310621353177590,12,2.8097047414139196,regime collapse,PL2_lexemes
MB02,134,2045393312979542087,13,2.7665579775803275,regime collapse,PL2_lexemes
MB02,133,2045393501299548572,14,2.697075393552818,regime collapse,PL2_lexemes
MB02,189,2045305048268484832,15,2.6134062373503135,regime collapse,PL2_lexemes
MB02,65,2045438432747667600,16,2.596674157366386,regime collapse,PL2_lexemes
MB02,66,2045438384320205216,17,2.596674157366386,regime collapse,PL2_lexemes
MB02,103,2045455413861023835,18,2.596674157366386,regime collapse,PL2_lexemes
MB02,144,2045379660976939335,19,2.596674157366386,regime collapse,PL2_lexemes
MB02,146,2045379059228487850,20,2.596674157366386,regime collapse,PL2_lexemes
MB02,147,2045377434011488749,21,2.596674157366386,regime collapse,PL2_lexemes
MB02,173,2045325917611049104,22,2.596674157366386,regime collapse,PL2_lexemes
MB02,123,2045399803203592596,23,2.516021445866567,regime collapse,PL2_lexemes
MB02,124,2045399721959977051,24,2.516021445866567,regime collapse,PL2_lexemes
MB02,125,2045399616376758278,25,2.516021445866567,regime collapse,PL2_lexemes
MB02,127,2045399529609183420,26,2.516021445866567,regime collapse,PL2_lexemes
MB02,128,2045399431688945699,27,2.516021445866567,regime collapse,PL2_lexemes
MB02,129,2045399378849104068,28,2.516021445866567,regime collapse,PL2_lexemes
MB02,130,2045399286964535695,29,2.516021445866567,regime collapse,PL2_lexemes
MB03,210,2045460430038925635,0,4.898746380029251,closing hormuz strait,PL2_lexemes
MB03,243,2045455038752190844,1,4.898746380029251,closing hormuz strait,PL2_lexemes
MB03,246,2045454947257577803,2,4.898746380029251,closing hormuz strait,PL2_lexemes
MB03,299,2045446092720882085,3,4.898746380029251,closing hormuz strait,PL2_lexemes
MB03,204,2045461488979112332,4,4.864807594531723,closing hormuz strait,PL2_lexemes
MB03,217,2045459430100058130,5,4.804784699940336,closing hormuz strait,PL2_lexemes
MB03,274,2045449825953415622,6,4.8013854631737445,closing hormuz strait,PL2_lexemes
MB03,231,2045456663184847359,7,4.631534872149261,closing hormuz strait,PL2_lexemes
MB03,247,2045454542460850480,8,4.631534872149261,closing hormuz strait,PL2_lexemes
MB03,250,2045453773682671952,9,4.631534872149261,closing hormuz strait,PL2_lexemes
MB03,253,2045452671298007229,10,4.631534872149261,closing hormuz strait,PL2_lexemes
MB03,275,2045449695489892499,11,4.631534872149261,closing hormuz strait,PL2_lexemes
MB03,292,2045447076343951468,12,4.631534872149261,closing hormuz strait,PL2_lexemes
MB03,220,2045459033885491314,13,4.403080173613992,closing hormuz strait,PL2_lexemes
MB03,244,2045454999518339562,14,4.403080173613992,closing hormuz strait,PL2_lexemes
MB03,294,2045446979543585187,15,4.403080173613992,closing hormuz strait,PL2_lexemes
MB03,212,2045460030061772928,16,4.331177004596744,closing hormuz strait,PL2_lexemes
MB03,205,2045461058244976964,17,4.237077551374989,closing hormuz strait,PL2_lexemes
MB03,229,2045456698228330845,18,4.230864537044846,closing hormuz strait,PL2_lexemes
MB03,200,2045461866365718542,19,4.204081573879444,closing hormuz strait,PL2_lexemes
MB03,270,2045450185514344567,20,4.204081573879444,closing hormuz strait,PL2_lexemes
MB03,409,2045451486570635579,21,4.071420650984272,closing hormuz strait,PL2_lexemes
MB03,201,2045461708303724675,22,4.057655771110485,closing hormuz strait,PL2_lexemes
MB03,213,2045459959824228366,23,4.054607630653766,closing hormuz strait,PL2_lexemes
MB03,242,2045455214837117361,24,4.054607630653766,closing hormuz strait,PL2_lexemes
MB03,284,2045448439035793778,25,4.054607630653766,closing hormuz strait,PL2_lexemes
MB03,203,2045461578875912680,26,4.028281277737451,closing hormuz strait,PL2_lexemes
MB03,239,2045455725711986694,27,4.028281277737451,closing hormuz strait,PL2_lexemes
MB03,234,2045456267628757013,28,3.932063341430088,closing hormuz strait,PL2_lexemes
MB03,279,2045448778463740343,29,3.932063341430088,closing hormuz strait,PL2_lexemes
MB04,304,2044685310668226788,0,6.1280626703633985,intercepting missiles drones,PL2_lexemes
MB04,338,2042715314702426508,1,5.765441397284459,intercepting missiles drones,PL2_lexemes
MB04,316,2043887981031776405,2,5.760153050981513,intercepting missiles drones,PL2_lexemes
MB04,370,2042119334873723208,3,5.460470467526399,intercepting missiles drones,PL2_lexemes
MB04,362,2042254651806888064,4,5.37714951395548,intercepting missiles drones,PL2_lexemes
MB04,379,2041973143313735695,5,5.050487247230982,intercepting missiles drones,PL2_lexemes
MB04,307,2044427189308022874,6,4.981914331395723,intercepting missiles drones,PL2_lexemes
MB04,300,2045394836304650479,7,4.966318286891221,intercepting missiles drones,PL2_lexemes
MB04,324,2043347478355788094,8,4.966318286891221,intercepting missiles drones,PL2_lexemes
MB04,315,2043932773380174155,9,4.760579548531933,intercepting missiles drones,PL2_lexemes
MB04,328,2043225079988048080,10,4.760579548531933,intercepting missiles drones,PL2_lexemes
MB04,317,2043841294741688481,11,4.660579157804419,intercepting missiles drones,PL2_lexemes
MB04,394,2041887102116217327,12,4.640196253314865,intercepting missiles drones,PL2_lexemes
MB04,359,2042302133610168738,13,4.552733884804597,intercepting missiles drones,PL2_lexemes
MB04,381,2041956881044824180,14,4.527020037373433,intercepting missiles drones,PL2_lexemes
MB04,383,2041910637744284140,15,4.447091796211462,intercepting missiles drones,PL2_lexemes
MB04,325,2043272541414826137,16,4.40739599940986,intercepting missiles drones,PL2_lexemes
MB04,333,2042965263859999161,17,4.40739599940986,intercepting missiles drones,PL2_lexemes
MB04,301,2045227088437997935,18,4.253779140140306,intercepting missiles drones,PL2_lexemes
MB04,345,2042554367539044512,19,4.253779140140306,intercepting missiles drones,PL2_lexemes
MB04,386,2041903437932020199,20,4.231570491993165,intercepting missiles drones,PL2_lexemes
MB04,305,2044674816972890502,21,4.151532438236135,intercepting missiles drones,PL2_lexemes
MB04,335,2042910570622357536,22,4.116267390971028,intercepting missiles drones,PL2_lexemes
MB04,306,2044436974035980766,23,4.112500518921394,intercepting missiles drones,PL2_lexemes
MB04,342,2042606291000979818,24,4.112500518921394,intercepting missiles drones,PL2_lexemes
MB04,346,2042491002603061392,25,4.112500518921394,intercepting missiles drones,PL2_lexemes
MB04,320,2043598876813467803,26,4.071280201185364,intercepting missiles drones,PL2_lexemes
MB04,311,2044037152716013858,27,4.053167843530068,intercepting missiles drones,PL2_lexemes
MB04,314,2043934581552787948,28,4.053167843530068,intercepting missiles drones,PL2_lexemes
MB04,380,2041961120723038433,29,3.9818931759097227,intercepting missiles drones,PL2_lexemes
MB05,405,2045459126311067980,0,5.313135570922424,revolutionary guard iran,PL2_lexemes
MB05,437,2045424407573635553,1,4.305904280686317,revolutionary guard iran,PL2_lexemes
MB05,416,2045446414579253519,2,4.072875162937447,revolutionary guard iran,PL2_lexemes
MB05,436,2045426561290285330,3,3.877391277848555,revolutionary guard iran,PL2_lexemes
MB05,498,2045310239486915006,4,3.877391277848555,revolutionary guard iran,PL2_lexemes
MB05,413,2045449234804068693,5,3.829039028728515,revolutionary guard iran,PL2_lexemes
MB05,424,2045436789557764567,6,3.720173057595002,revolutionary guard iran,PL2_lexemes
MB05,438,2045423473380532720,7,3.720173057595002,revolutionary guard iran,PL2_lexemes
MB05,410,2045451395625619495,8,3.6511400911829472,revolutionary guard iran,PL2_lexemes
MB05,415,2045446936527024532,9,3.551068419839449,revolutionary guard iran,PL2_lexemes
MB05,488,2045338968556810498,10,3.551068419839449,revolutionary guard iran,PL2_lexemes
MB05,402,2045460941240746469,11,3.5238044363678713,revolutionary guard iran,PL2_lexemes
MB05,411,2045451275244868029,12,3.5238044363678713,revolutionary guard iran,PL2_lexemes
MB05,463,2045400738021687376,13,3.457969442422785,revolutionary guard iran,PL2_lexemes
MB05,428,2045435273732047300,14,3.3718365480780736,revolutionary guard iran,PL2_lexemes
MB05,467,2045392249698041875,15,3.2911005144339973,revolutionary guard iran,PL2_lexemes
MB05,474,2045366687168401511,16,3.2911005144339973,revolutionary guard iran,PL2_lexemes
MB05,407,2045453851889950937,17,3.215433663420933,revolutionary guard iran,PL2_lexemes
MB05,442,2045421242166235469,18,3.2004177984835684,revolutionary guard iran,PL2_lexemes
MB05,445,2045416995433136438,19,3.2004177984835684,revolutionary guard iran,PL2_lexemes
MB05,456,2045404629916090450,20,3.1979446456403675,revolutionary guard iran,PL2_lexemes
MB05,469,2045390981793747013,21,3.1979446456403675,revolutionary guard iran,PL2_lexemes
MB05,472,2045370881032265777,22,3.1443132986970617,revolutionary guard iran,PL2_lexemes
MB05,444,2045418445286854958,23,3.1333461507114406,revolutionary guard iran,PL2_lexemes
MB05,403,2045460939474968746,24,3.077288849331109,revolutionary guard iran,PL2_lexemes
MB05,419,2045444225110626383,25,3.077288849331109,revolutionary guard iran,PL2_lexemes
MB05,400,2045462527568736598,26,3.0607545474736773,revolutionary guard iran,PL2_lexemes
MB05,443,2045418988746703185,27,3.0607545474736773,revolutionary guard iran,PL2_lexemes
MB05,497,2045311700803666228,28,3.0607545474736773,revolutionary guard iran,PL2_lexemes
MB05,404,2045460237138997688,29,3.013969358510211,revolutionary guard iran,PL2_lexemes
MB01,20,2045453809359462654,0,4.471891064457281,regime change iran,DPH_lexemes
MB01,74,2045436304238764390,1,4.001654193035165,regime change iran,DPH_lexemes
MB01,25,2045452145101619611,2,3.924049824859025,regime change iran,DPH_lexemes
MB01,28,2045451431981748380,3,3.924049824859025,regime change iran,DPH_lexemes
MB01,44,2045444785696076112,4,3.924049824859025,regime change iran,DPH_lexemes
MB01,76,2045436169584808399,5,3.924049824859025,regime change iran,DPH_lexemes
MB01,95,2045433045063258122,6,3.924049824859025,regime change iran,DPH_lexemes
MB01,36,2045447868765687984,7,3.9195659450006186,regime change iran,DPH_lexemes
MB01,43,2045445702428315950,8,3.9195659450006186,regime change iran,DPH_lexemes
MB01,69,2045437692511711397,9,3.8850956981602724,regime change iran,DPH_lexemes
MB01,81,2045435852072092103,10,3.8850956981602724,regime change iran,DPH_lexemes
MB01,99,2045432568154042718,11,3.8850956981602724,regime change iran,DPH_lexemes
MB01,93,2045433390967517552,12,3.8736787622811066,regime change iran,DPH_lexemes
MB01,2,2045460590563410352,13,3.8365160337672997,regime change iran,DPH_lexemes
MB01,53,2045441340368957757,14,3.8365160337672997,regime change iran,DPH_lexemes
MB01,89,2045434295410462920,15,3.8365160337672997,regime change iran,DPH_lexemes
MB01,31,2045450762353090823,16,3.8214820843557664,regime change iran,DPH_lexemes
MB01,59,2045440283559784730,17,3.8144875669777876,regime change iran,DPH_lexemes
MB01,40,2045446514768547964,18,3.808831524982743,regime change iran,DPH_lexemes
MB01,46,2045443906599346534,19,3.79597892323163,regime change iran,DPH_lexemes
MB01,65,2045438432747667600,20,3.743820043612943,regime change iran,DPH_lexemes
MB01,66,2045438384320205216,21,3.743820043612943,regime change iran,DPH_lexemes
MB01,72,2045436749246255493,22,3.743820043612943,regime change iran,DPH_lexemes
MB01,98,2045432583836598399,23,3.743820043612943,regime change iran,DPH_lexemes
MB01,144,2045379660976939335,24,3.743820043612943,regime change iran,DPH_lexemes
MB01,146,2045379059228487850,25,3.743820043612943,regime change iran,DPH_lexemes
MB01,26,2045451838250451429,26,3.7152566653436665,regime change iran,DPH_lexemes
MB01,48,2045443498799689849,27,3.7152566653436665,regime change iran,DPH_lexemes
MB01,70,2045436889264513141,28,3.7152566653436665,regime change iran,DPH_lexemes
MB01,33,2045449265250459917,29,3.663453490313976,regime change iran,DPH_lexemes
MB02,189,2045305048268484832,0,3.3343382652091984,regime collapse,DPH_lexemes
MB02,178,2045315972463047147,1,3.313199791522148,regime collapse,DPH_lexemes
MB02,172,2045326421111820314,2,3.2940068264336904,regime collapse,DPH_lexemes
MB02,134,2045393312979542087,3,3.265882484465522,regime collapse,DPH_lexemes
MB02,123,2045399803203592596,4,3.145772200458002,regime collapse,DPH_lexemes
MB02,124,2045399721959977051,5,3.145772200458002,regime collapse,DPH_lexemes
MB02,125,2045399616376758278,6,3.145772200458002,regime collapse,DPH_lexemes
MB02,127,2045399529609183420,7,3.145772200458002,regime collapse,DPH_lexemes
MB02,128,2045399431688945699,8,3.145772200458002,regime collapse,DPH_lexemes
MB02,129,2045399378849104068,9,3.145772200458002,regime collapse,DPH_lexemes
MB02,130,2045399286964535695,10,3.145772200458002,regime collapse,DPH_lexemes
MB02,190,2045298074671804579,11,3.145772200458002,regime collapse,DPH_lexemes
MB02,191,2045297910871634089,12,3.145772200458002,regime collapse,DPH_lexemes
MB02,193,2045297668034019582,13,3.145772200458002,regime collapse,DPH_lexemes
MB02,194,2045297466426466554,14,3.145772200458002,regime collapse,DPH_lexemes
MB02,195,2045297284687266289,15,3.145772200458002,regime collapse,DPH_lexemes
MB02,196,2045297112997621986,16,3.145772200458002,regime collapse,DPH_lexemes
MB02,197,2045296944323666106,17,3.145772200458002,regime collapse,DPH_lexemes
MB02,198,2045296726551220349,18,3.145772200458002,regime collapse,DPH_lexemes
MB02,199,2045295996088025484,19,3.145772200458002,regime collapse,DPH_lexemes
MB02,126,2045399549531890158,20,3.0748081400791345,regime collapse,DPH_lexemes
MB02,162,2045348543255150822,21,3.0748081400791345,regime collapse,DPH_lexemes
MB02,164,2045345115867349323,22,3.0748081400791345,regime collapse,DPH_lexemes
MB02,182,2045310621353177590,23,3.0748081400791345,regime collapse,DPH_lexemes
MB02,168,2045332267162276135,24,3.0737741390766353,regime collapse,DPH_lexemes
MB02,135,2045392180802396314,25,3.052721370413672,regime collapse,DPH_lexemes
MB02,156,2045358981343072490,26,3.052721370413672,regime collapse,DPH_lexemes
MB02,176,2045318504618868886,27,3.052721370413672,regime collapse,DPH_lexemes
MB02,133,2045393501299548572,28,3.0479099060703385,regime collapse,DPH_lexemes
MB02,131,2045398108817830004,29,3.0170806394470904,regime collapse,DPH_lexemes
MB03,217,2045459430100058130,0,5.628828143418041,closing hormuz strait,DPH_lexemes
MB03,205,2045461058244976964,1,5.364950184758682,closing hormuz strait,DPH_lexemes
MB03,229,2045456698228330845,2,5.144333251589754,closing hormuz strait,DPH_lexemes
MB03,409,2045451486570635579,3,5.051987015403368,closing hormuz strait,DPH_lexemes
MB03,274,2045449825953415622,4,4.89928138404051,closing hormuz strait,DPH_lexemes
MB03,296,2045446556262821919,5,4.886837032758822,closing hormuz strait,DPH_lexemes
MB03,212,2045460030061772928,6,4.868335950478282,closing hormuz strait,DPH_lexemes
MB03,204,2045461488979112332,7,4.854785469936275,closing hormuz strait,DPH_lexemes
MB03,201,2045461708303724675,8,4.790354177976854,closing hormuz strait,DPH_lexemes
MB03,213,2045459959824228366,9,4.789642784408569,closing hormuz strait,DPH_lexemes
MB03,242,2045455214837117361,10,4.789642784408569,closing hormuz strait,DPH_lexemes
MB03,284,2045448439035793778,11,4.789642784408569,closing hormuz strait,DPH_lexemes
MB03,248,2045454503130857677,12,4.778004316425859,closing hormuz strait,DPH_lexemes
MB03,234,2045456267628757013,13,4.733646714045827,closing hormuz strait,DPH_lexemes
MB03,279,2045448778463740343,14,4.733646714045827,closing hormuz strait,DPH_lexemes
MB03,280,2045448687556362269,15,4.733646714045827,closing hormuz strait,DPH_lexemes
MB03,286,2045448299478446532,16,4.733646714045827,closing hormuz strait,DPH_lexemes
MB03,220,2045459033885491314,17,4.6747329660837185,closing hormuz strait,DPH_lexemes
MB03,244,2045454999518339562,18,4.6747329660837185,closing hormuz strait,DPH_lexemes
MB03,294,2045446979543585187,19,4.6747329660837185,closing hormuz strait,DPH_lexemes
MB03,200,2045461866365718542,20,4.667383120938263,closing hormuz strait,DPH_lexemes
MB03,270,2045450185514344567,21,4.667383120938263,closing hormuz strait,DPH_lexemes
MB03,231,2045456663184847359,22,4.6291236980872315,closing hormuz strait,DPH_lexemes
MB03,247,2045454542460850480,23,4.6291236980872315,closing hormuz strait,DPH_lexemes
MB03,250,2045453773682671952,24,4.6291236980872315,closing hormuz strait,DPH_lexemes
MB03,253,2045452671298007229,25,4.6291236980872315,closing hormuz strait,DPH_lexemes
MB03,275,2045449695489892499,26,4.6291236980872315,closing hormuz strait,DPH_lexemes
MB03,292,2045447076343951468,27,4.6291236980872315,closing hormuz strait,DPH_lexemes
MB03,203,2045461578875912680,28,4.628801127867645,closing hormuz strait,DPH_lexemes
MB03,239,2045455725711986694,29,4.628801127867645,closing hormuz strait,DPH_lexemes
MB04,316,2043887981031776405,0,6.616975134100233,intercepting missiles drones,DPH_lexemes
MB04,362,2042254651806888064,1,6.460355315691719,intercepting missiles drones,DPH_lexemes
MB04,379,2041973143313735695,2,6.291078371494205,intercepting missiles drones,DPH_lexemes
MB04,383,2041910637744284140,3,5.795431370113678,intercepting missiles drones,DPH_lexemes
MB04,394,2041887102116217327,4,5.740619322480213,intercepting missiles drones,DPH_lexemes
MB04,359,2042302133610168738,5,5.6291397196982835,intercepting missiles drones,DPH_lexemes
MB04,386,2041903437932020199,6,5.431412983864259,intercepting missiles drones,DPH_lexemes
MB04,317,2043841294741688481,7,5.387212239170363,intercepting missiles drones,DPH_lexemes
MB04,381,2041956881044824180,8,5.336215890894747,intercepting missiles drones,DPH_lexemes
MB04,335,2042910570622357536,9,5.327198683918208,intercepting missiles drones,DPH_lexemes
MB04,305,2044674816972890502,10,5.318121459768473,intercepting missiles drones,DPH_lexemes
MB04,307,2044427189308022874,11,5.317538264964316,intercepting missiles drones,DPH_lexemes
MB04,311,2044037152716013858,12,5.295689515432734,intercepting missiles drones,DPH_lexemes
MB04,314,2043934581552787948,13,5.295689515432734,intercepting missiles drones,DPH_lexemes
MB04,391,2041900226194133128,14,5.232823708880039,intercepting missiles drones,DPH_lexemes
MB04,300,2045394836304650479,15,5.217595529630659,intercepting missiles drones,DPH_lexemes
MB04,324,2043347478355788094,16,5.217595529630659,intercepting missiles drones,DPH_lexemes
MB04,315,2043932773380174155,17,5.196619224618477,intercepting missiles drones,DPH_lexemes
MB04,328,2043225079988048080,18,5.196619224618477,intercepting missiles drones,DPH_lexemes
MB04,367,2042199696395960591,19,5.183198244311239,intercepting missiles drones,DPH_lexemes
MB04,370,2042119334873723208,20,5.128182572184642,intercepting missiles drones,DPH_lexemes
MB04,320,2043598876813467803,21,5.0990234240998324,intercepting missiles drones,DPH_lexemes
MB04,325,2043272541414826137,22,5.096716850111211,intercepting missiles drones,DPH_lexemes
MB04,333,2042965263859999161,23,5.096716850111211,intercepting missiles drones,DPH_lexemes
MB04,301,2045227088437997935,24,5.031340112206655,intercepting missiles drones,DPH_lexemes
MB04,345,2042554367539044512,25,5.031340112206655,intercepting missiles drones,DPH_lexemes
MB04,347,2042460060803018914,26,5.011446425837677,intercepting missiles drones,DPH_lexemes
MB04,329,2043064026322583845,27,4.9731719895963575,intercepting missiles drones,DPH_lexemes
MB04,306,2044436974035980766,28,4.9607871926283895,intercepting missiles drones,DPH_lexemes
MB04,342,2042606291000979818,29,4.9607871926283895,intercepting missiles drones,DPH_lexemes
MB05,405,2045459126311067980,0,5.459048084257341,revolutionary guard iran,DPH_lexemes
MB05,416,2045446414579253519,1,4.86028758316784,revolutionary guard iran,DPH_lexemes
MB05,437,2045424407573635553,2,4.743325086325771,revolutionary guard iran,DPH_lexemes
MB05,413,2045449234804068693,3,4.731588575015596,revolutionary guard iran,DPH_lexemes
MB05,424,2045436789557764567,4,4.662236593141333,revolutionary guard iran,DPH_lexemes
MB05,438,2045423473380532720,5,4.662236593141333,revolutionary guard iran,DPH_lexemes
MB05,463,2045400738021687376,6,4.604742427684832,revolutionary guard iran,DPH_lexemes
MB05,436,2045426561290285330,7,4.549272420213729,revolutionary guard iran,DPH_lexemes
MB05,498,2045310239486915006,8,4.549272420213729,revolutionary guard iran,DPH_lexemes
MB05,402,2045460941240746469,9,4.519455567519859,revolutionary guard iran,DPH_lexemes
MB05,411,2045451275244868029,10,4.519455567519859,revolutionary guard iran,DPH_lexemes
MB05,410,2045451395625619495,11,4.3926059910858,revolutionary guard iran,DPH_lexemes
MB05,415,2045446936527024532,12,4.312535225519366,revolutionary guard iran,DPH_lexemes
MB05,488,2045338968556810498,13,4.312535225519366,revolutionary guard iran,DPH_lexemes
MB05,442,2045421242166235469,14,4.277607140469403,revolutionary guard iran,DPH_lexemes
MB05,445,2045416995433136438,15,4.277607140469403,revolutionary guard iran,DPH_lexemes
MB05,456,2045404629916090450,16,4.23398731240685,revolutionary guard iran,DPH_lexemes
MB05,469,2045390981793747013,17,4.23398731240685,revolutionary guard iran,DPH_lexemes
MB05,444,2045418445286854958,18,4.216865182417446,revolutionary guard iran,DPH_lexemes
MB05,428,2045435273732047300,19,4.153410146159606,revolutionary guard iran,DPH_lexemes
MB05,400,2045462527568736598,20,4.09594408463384,revolutionary guard iran,DPH_lexemes
MB05,443,2045418988746703185,21,4.09594408463384,revolutionary guard iran,DPH_lexemes
MB05,497,2045311700803666228,22,4.09594408463384,revolutionary guard iran,DPH_lexemes
MB05,467,2045392249698041875,23,4.075317393886221,revolutionary guard iran,DPH_lexemes
MB05,474,2045366687168401511,24,4.075317393886221,revolutionary guard iran,DPH_lexemes
MB05,430,2045432805434560942,25,4.028553352043254,revolutionary guard iran,DPH_lexemes
MB05,464,2045399533887029655,26,4.028553352043254,revolutionary guard iran,DPH_lexemes
MB05,407,2045453851889950937,27,3.9985808512825907,revolutionary guard iran,DPH_lexemes
MB05,409,2045451486570635579,28,3.962323086067348,revolutionary guard iran,DPH_lexemes
MB05,425,2045436460107477398,29,3.962323086067348,revolutionary guard iran,DPH_lexemes
MB01,133,2045393501299548572,0,1.8458459867705683,regime change iran,BM25_stems
MB01,131,2045398108817830004,1,1.5705479472772255,regime change iran,BM25_stems
MB01,123,2045399803203592596,2,1.5702277062928636,regime change iran,BM25_stems
MB01,124,2045399721959977051,3,1.5702277062928636,regime change iran,BM25_stems
MB01,125,2045399616376758278,4,1.5702277062928636,regime change iran,BM25_stems
MB01,127,2045399529609183420,5,1.5702277062928636,regime change iran,BM25_stems
MB01,128,2045399431688945699,6,1.5702277062928636,regime change iran,BM25_stems
MB01,129,2045399378849104068,7,1.5702277062928636,regime change iran,BM25_stems
MB01,130,2045399286964535695,8,1.5702277062928636,regime change iran,BM25_stems
MB01,190,2045298074671804579,9,1.5702277062928636,regime change iran,BM25_stems
MB01,191,2045297910871634089,10,1.5702277062928636,regime change iran,BM25_stems
MB01,193,2045297668034019582,11,1.5702277062928636,regime change iran,BM25_stems
MB01,194,2045297466426466554,12,1.5702277062928636,regime change iran,BM25_stems
MB01,195,2045297284687266289,13,1.5702277062928636,regime change iran,BM25_stems
MB01,196,2045297112997621986,14,1.5702277062928636,regime change iran,BM25_stems
MB01,197,2045296944323666106,15,1.5702277062928636,regime change iran,BM25_stems
MB01,198,2045296726551220349,16,1.5702277062928636,regime change iran,BM25_stems
MB01,199,2045295996088025484,17,1.5702277062928636,regime change iran,BM25_stems
MB01,168,2045332267162276135,18,1.518010706676162,regime change iran,BM25_stems
MB01,186,2045306716091281769,19,1.3860928776853518,regime change iran,BM25_stems
MB01,188,2045306321793433782,20,1.3768912344413493,regime change iran,BM25_stems
MB01,122,2045400293710471508,21,1.3250983341777371,regime change iran,BM25_stems
MB01,74,2045436304238764390,22,1.316586042699281,regime change iran,BM25_stems
MB01,46,2045443906599346534,23,1.2107883434058677,regime change iran,BM25_stems
MB01,93,2045433390967517552,24,1.2094413730998186,regime change iran,BM25_stems
MB01,20,2045453809359462654,25,1.1758239790315512,regime change iran,BM25_stems
MB01,23,2045453020553695609,26,1.10199134370347,regime change iran,BM25_stems
MB01,45,2045444062484804010,27,1.0657274299626,regime change iran,BM25_stems
MB01,3,2045459926248829101,28,1.0387433926885359,regime change iran,BM25_stems
MB01,2,2045460590563410352,29,1.0083433220132776,regime change iran,BM25_stems
MB02,112,2045427519814312418,0,3.476598134881536,regime collapse,BM25_stems
MB02,142,2045381055708860714,1,3.371783805572695,regime collapse,BM25_stems
MB02,152,2045364763312455785,2,3.371783805572695,regime collapse,BM25_stems
MB02,101,2045458769492979802,3,3.273104510269743,regime collapse,BM25_stems
MB02,135,2045392180802396314,4,3.180036917519705,regime collapse,BM25_stems
MB02,156,2045358981343072490,5,3.180036917519705,regime collapse,BM25_stems
MB02,176,2045318504618868886,6,3.180036917519705,regime collapse,BM25_stems
MB02,126,2045399549531890158,7,3.0089251086839486,regime collapse,BM25_stems
MB02,162,2045348543255150822,8,3.0089251086839486,regime collapse,BM25_stems
MB02,164,2045345115867349323,9,3.0089251086839486,regime collapse,BM25_stems
MB02,182,2045310621353177590,10,3.0089251086839486,regime collapse,BM25_stems
MB02,133,2045393501299548572,11,2.9300936918368317,regime collapse,BM25_stems
MB02,178,2045315972463047147,12,2.884763301605079,regime collapse,BM25_stems
MB02,65,2045438432747667600,13,2.8552874578243967,regime collapse,BM25_stems
MB02,66,2045438384320205216,14,2.8552874578243967,regime collapse,BM25_stems
MB02,103,2045455413861023835,15,2.8552874578243967,regime collapse,BM25_stems
MB02,144,2045379660976939335,16,2.8552874578243967,regime collapse,BM25_stems
MB02,146,2045379059228487850,17,2.8552874578243967,regime collapse,BM25_stems
MB02,147,2045377434011488749,18,2.8552874578243967,regime collapse,BM25_stems
MB02,173,2045325917611049104,19,2.8552874578243967,regime collapse,BM25_stems
MB02,189,2045305048268484832,20,2.8455285095373943,regime collapse,BM25_stems
MB02,172,2045326421111820314,21,2.8185961481922432,regime collapse,BM25_stems
MB02,134,2045393312979542087,22,2.7554491906033722,regime collapse,BM25_stems
MB02,107,2045442657254564083,23,2.7165772753228477,regime collapse,BM25_stems
MB02,115,2045423484126351672,24,2.7165772753228477,regime collapse,BM25_stems
MB02,148,2045373342442475887,25,2.6521562523573654,regime collapse,BM25_stems
MB02,155,2045360032850559102,26,2.590719818201214,regime collapse,BM25_stems
MB02,145,2045379394219208886,27,2.476007805745254,regime collapse,BM25_stems
MB02,175,2045321292937679212,28,2.476007805745254,regime collapse,BM25_stems
MB02,177,2045318021556924429,29,2.476007805745254,regime collapse,BM25_stems
MB03,274,2045449825953415622,0,5.1772600291082425,closing hormuz strait,BM25_stems
MB03,210,2045460430038925635,1,5.137367885915627,closing hormuz strait,BM25_stems
MB03,243,2045455038752190844,2,5.137367885915627,closing hormuz strait,BM25_stems
MB03,246,2045454947257577803,3,5.137367885915627,closing hormuz strait,BM25_stems
MB03,299,2045446092720882085,4,5.137367885915627,closing hormuz strait,BM25_stems
MB03,217,2045459430100058130,5,5.117249796789262,closing hormuz strait,BM25_stems
